id,nombre,codigo_nif,localidad,codigo_primario_cnae_2009,sector,actividad,literal_codigo_cnae_2009_primario,fecha_constitucion,año,antiguedad,segmentacion_de_antiguedad,nombre_marca,marca_sn,nombre_auditor,auditor_sn,no_of_companies_in_corporate_group,grupos_corporativos,numero_de_participadas,participadas,remuneracion_consejo,consejo,importador_exportador,importacion_percent,importacion_euros,exportacion_percent,exportacion_euros,total_activo,fondos_propios,gastos_de_personal,coste_por_persona,personal_porcentaje,rendimiento,ebitda,inmovilizado,ingresos_de_explotacion,ingresos_de_explotacion_mil_eur_ano_1,ingresos_de_explotacion_mil_eur_ano_2,numero_empleados,valor_agregado,segmentacion_tamano_1,segmentacion_tamano_2,crecimiento,crece,capitalizacion,rotacion_de_activos,inmovilizado_tactivo,va_porcentaje,productividad_va_pax,productividad_ventas_pax,ultimo_ano_disponible,ult_año_disp,materiales,resultado_explotacion,resultado_del_ejercicio,deudores,deudores_sin_iva,existencias,acreedores_comerciales,acreedores_comerciales_sin_iva,deudas_financieras,dotaciones_para_amortiz_de_inmovil,cash_flow,fondo_de_maniobra,margen,coste,rotacion_stocks,competitividad,nofs_ventas,segmentacion_tamano_2_grp,segmentacion_tamano_1_grp,localidad_grp,sector_grp,inmovilizado_empleado,ebitda_porc,clientes_proveedores_sin_iva
873,SHT VIDRIOGROUP SOCIEDAD LIMITADA.,B44993616,ONTINYENT,2512,Metal,Industria,Fabricación de carpintería metálica,2023-04-20,2023,2,Menor de 10 años,ACRISTAGLASS,Sí,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,64.14083,8.49918,40.41515,20.207575,0.138620460063873,0.10022695372043,6.42864,9.66901,291.55256,34.6827,,2,46.84379,Menos de 1M€,Menos de 1M€,7.40628209453128,Crece,0.132508107550214,4.54550650498286,0.150746568137643,0.16067013783038,23.421895,145.77628,2024-12-31,2024,214.90307,6.42864,4.92705,11.97828,9.89940495867769,11.63475,13.67716,11.3034380165289,0.0,,,9.935869,0.737098895650239,0.262901104349761,18.4707939577559,13.614801828045,0.0350904719963658,Menos de 1M€,Menos de 1M€,La Vall d'Albaida,Metal,4.834505,0.022049677766506317,0.87578707860404
874,MON DEL NUGOL SL.,B54874003,ONIL,3240,Juguete,Industria,Fabricación de juegos y juguetes,2015-07-22,2015,10,Mayor de 50 años,MON DEL NUGOL,Sí,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,386.34217,30.87327,49.34766,24.67383,0.169562963466159,0.1760324015367,68.00874,101.57943,291.02853,62.55564,35.12,2,117.40267,Menos de 1M€,Menos de 1M€,3.65231480326954,Crece,0.0799117269543731,0.753292165853911,0.262926074055027,0.403406050946277,58.701335,145.514265,2024-12-31,2024,157.13895,28.07574,17.02028,226.76399,187.408256198347,6.58134,12.78501,10.5661239669421,60.82615,39.933,56.95328,220.560319,0.539943455028275,0.460056544971725,23.8764370173855,12.8919258969321,0.630259419004058,Menos de 1M€,Menos de 1M€,,Juguete,50.789715,0.2336840996310568,17.736708066712573
875,TEXTIGEN SL,B97691505,COCENTAINA,1392,Textil,Industria,"Fabricación de artículos confeccionados con textiles, excepto prendas de vestir",2006-01-25,2006,19,Entre 10 y 25 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,161.49867,73.15215,53.14742,26.57371,0.183402898686357,0.12468783798653,20.13692,62.84891,289.78506,302.78777,302.63452,2,73.28445,Menos de 1M€,Menos de 1M€,-0.0429433130671032,Se mantiene,0.452958219408247,1.7943495138381,0.389160542312825,0.252892436897886,36.642225,144.89253,2024-12-31,2024,150.31593,10.80177,7.8196,77.08196,63.7040991735537,21.5678,25.85154,21.3649090909091,13.52909,9.33515,17.15475,72.79822,0.518715250537761,0.481284749462239,6.96946049202979,3.61516544523626,0.220532383838714,Menos de 1M€,Menos de 1M€,El comtat,Textil,31.424455,0.06948915861984052,2.981716369701764
876,CARMINA CONFECCIONES SL,B46661906,ONTINYENT,1392,Textil,Industria,"Fabricación de artículos confeccionados con textiles, excepto prendas de vestir",1989-11-13,1989,36,Entre 25 y 50 años,QUAC,Sí,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,844.13041,778.1162,172.59149,24.6559271428571,0.604157092789943,0.141891594688551,119.77501,370.83231,285.6732,601.18346,565.55662,7,302.599879,Menos de 1M€,Menos de 1M€,-0.524815270200547,Decrece,0.921796194974187,0.338423064275104,0.439306895720058,1.05925189692278,43.2285541428571,40.8104571428571,2024-12-31,2024,12.51845,97.10684,83.62846,104.17851,86.0979421487603,,0.0,0.0,0.0,22.66817,106.29663,104.17851,0.0438208764420324,0.9561791235579676,,,,Menos de 1M€,Menos de 1M€,La Vall d'Albaida,Textil,52.97604428571429,0.41927282643244096,
877,GUISVAL SA,A03006699,IBI,3240,Juguete,Industria,Fabricación de juegos y juguetes,1963-12-23,1963,62,Mayor de 50 años,"GUISVAL, S.A.",Sí,Don Luis Casamitjana Lleonart,Sí,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,2435.41045,1872.60403,172.41471,24.6306728571429,0.604257549464547,0.0020393523399721,4.96666,2177.73549,285.33315,299.155079,367.9316,7,177.38137,Menos de 1M€,Menos de 1M€,-0.046203223579567,Se mantiene,0.768906953651283,0.117160189568867,0.894196495707736,0.621664079340238,25.3401957142857,40.7618785714286,2024-12-31,2024,6.81082,4.96666,4.96666,33.97689,28.0800743801653,217.8357,15.40552,12.7318347107438,32.88421,,,236.40707,0.0238697115985296,0.9761302884014704,0.0312658577083554,0.000746307006379109,0.817233958512782,Menos de 1M€,Menos de 1M€,,Juguete,311.10507,0.017406529875690926,2.2055010152205194
878,R. J. SANCHIS MODELOS SL.,B42566844,IBI,2599,Metal,Industria,Fabricación de otros productos metálicos n.c.o.p.,2018-03-16,2018,7,Menor de 10 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,145.52793,34.22688,115.35422,115.35422,0.406339710255688,0.0636595325722011,9.26424,45.05136,283.88616,328.48607,315.24565,1,124.61846,Menos de 1M€,Menos de 1M€,-0.135774128869452,Decrece,0.235191141659199,1.95073316854022,0.309571915164326,0.438973354671464,124.61846,283.88616,2024-12-31,2024,134.54106,4.33264,3.0016,57.97264,47.9112727272727,8.274308,73.87087,61.050305785124,0.0,4.9316,7.9332,-7.623921,0.473926097700571,0.526073902299429,16.2600981254263,7.70608485281167,-0.0171361825382796,Menos de 1M€,Menos de 1M€,,Metal,45.05136,0.03263364441577567,0.7847835012637584
879,GRAFICAS OLLERIA SL,B46185443,L'OLLERIA,1812,Artes gráficas,Industria,Otras actividades de impresión y artes gráficas,1982-03-11,1982,43,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,183.11883,106.80184,78.57099,26.19033,0.277572665573347,0.0697544867450278,12.77336,69.60293,283.06458,288.20656,286.54175,3,91.344349,Menos de 1M€,Menos de 1M€,-0.0178413010446398,Se mantiene,0.583237889844534,1.5457972290452,0.380097065932542,0.322697912257337,30.4481163333333,94.35486,2024-12-31,2024,154.95293,5.27969,3.81709,46.42948,38.3714710743802,35.62973,29.91982,24.7271239669422,0.0,7.49367,11.31076,52.13939,0.54741193688027,0.45258806311973,4.34897850755535,2.38068274827154,0.174073623437585,Menos de 1M€,Menos de 1M€,,Otros,23.200976666666666,0.04512525021675266,1.5517967688308267
881,MARMOLES Y DECORACION ESTILO M-30 SL,B53184537,CASTALLA,2370,Textil,Industria,"Corte, tallado y acabado de la piedra",1997-04-04,1997,28,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,307.21644,207.89478,73.37055,36.685275,0.260521739785011,0.0405850676480725,12.4684,80.94765,281.62928,286.26271,272.81779,2,85.83895,Menos de 1M€,Menos de 1M€,-0.0161859363379884,Se mantiene,0.676704606042567,0.91671292070177,0.263487364152778,0.304794125099492,42.919475,140.81464,2024-12-31,2024,146.23618,9.35115,6.60347,35.54144,29.3730909090909,124.42242,43.41213,35.8777933884298,10.2,3.11725,9.72072,116.551729,0.519250626213297,0.480749373786703,1.17532017139676,0.610285734998889,0.418698359491105,Menos de 1M€,Menos de 1M€,,Textil,40.473825,0.04427238531448151,0.8186983684053268
882,TEXTILES SANTEX SL,B97938179,ONTINYENT,1419,Textil,Industria,Confección de otras prendas de vestir y accesorios,2007-08-10,2007,18,Entre 10 y 25 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,101.27673,47.3022,221.48416,20.1349236363636,0.787077529909397,0.0335122391886073,3.39401,22.45056,281.40069,298.87932,293.01699,11,225.06428,Menos de 1M€,Menos de 1M€,-0.0584805599798608,Decrece,0.467058918667694,2.77853254148312,0.22167540361937,0.799800028919616,20.4603890909091,25.5818809090909,2024-12-31,2024,16.26874,3.39401,3.55867,15.51907,12.8256776859504,33.92368,0.0,0.0,0.0,,,49.44275,0.0578134332222142,0.9421865667777858,0.479568843946176,0.0277255213349367,0.166130927702951,Menos de 1M€,Menos de 1M€,La Vall d'Albaida,Textil,2.04096,0.012061128919051336,
883,KAVINAR PROTECTION SL.,B54939442,IBI,2229,Plástico,Industria,Fabricación de otros productos de plástico,2016-05-06,2016,9,Menor de 10 años,Sin marca,No,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,240.16448,175.37964,150.19915,37.5497875,0.5341341194182,0.267396823210493,64.219219,8.84847,281.20119,335.00355,305.88737,4,216.52288,Menos de 1M€,Menos de 1M€,-0.16060235779591,Decrece,0.730248036678863,1.17086918931559,0.0368433750069952,0.769992758565495,54.13072,70.3002975,2024-12-31,2024,35.68699,59.39277,47.352909,98.95767,81.7831983471074,,5.41675,4.47665289256198,0.0,4.82645,52.179359,93.54092,0.126909100206866,0.873090899793134,,,,Menos de 1M€,Menos de 1M€,,Plástico,2.2121175,0.22837463454546547,18.26882724881156
884,PLASTICOS LINARES SL,B96046925,BELLUS,2222,Plástico,Industria,Fabricación de envases y embalajes de plástico,1992-03-20,1992,33,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,Importador,1.0,1.7900631,0.0,0.0,206.63424,138.68168,58.17373,29.086865,0.207624168744619,0.208134043999678,43.00762,74.26683,280.18766,221.2318,312.74009,2,101.18135,Menos de 1M€,Menos de 1M€,0.266489085203845,Crece,0.671145692020838,1.35595949635452,0.359412021937894,0.361119936545385,50.590675,140.09383,2024-12-31,2024,142.31634,34.80711,25.03648,32.53517,26.8885702479339,18.69756,17.37858,14.3624628099174,11.99124,8.20051,33.236989,33.854149,0.507932219427508,0.492067780572492,7.6114926225668,3.86612234093646,0.111438410378303,Menos de 1M€,Menos de 1M€,,Plástico,37.133415,0.15349576780076613,1.8721420277145726
885,FUSTERIA I MOBLES NALSANZ SL,B96470901,AIELO DE MALFERIT,1623,Madera,Industria,Fabricación de otras estructuras de madera y piezas de carpintería y ebanistería para la construcción,1995-09-27,1995,30,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,207.98711,134.66382,106.61794,21.323588,0.380714342745513,0.248193650077642,51.62108,108.35248,280.04708,195.57235,164.974479,5,158.323199,Menos de 1M€,Menos de 1M€,0.431935956181945,Crece,0.647462335526466,1.34646363421272,0.520957668963235,0.565344937715473,31.6646398,56.009416,2024-12-31,2024,90.6387,38.3095,29.075059,44.69182,36.9353884297521,24.105,0.38735,0.320123966942149,2.84254,13.31158,42.38664,68.40947,0.323655222543295,0.6763447774567051,3.7601617921593,1.21699600164011,0.216821630358759,Menos de 1M€,Menos de 1M€,La Vall d'Albaida,Madera,21.670496,0.184330006226096,115.37839163547181
888,ENMARCACIONES EUROPEAS SL,B53848164,ONIL,1629,Madera,Industria,"Fabricación de otros productos de madera; artículos de corcho, cestería y espartería",2004-01-29,2004,21,Entre 10 y 25 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,2700.79771,1071.81087,47.7356,23.8678,0.172154460659495,0.0115393277640183,31.16539,2452.99961,277.28355,272.24863,377.87324,2,80.56599,Menos de 1M€,Menos de 1M€,0.0184938304372735,Se mantiene,0.396849740368004,0.102667278253876,0.908250033283685,0.29055452442094,40.282995,138.641775,2024-12-31,2024,159.49561,24.27953,19.97729,94.91557,78.4426198347108,35.95,66.82025,55.223347107438,0.0,6.88586,26.86315,64.04532,0.575207616896134,0.424792383103866,4.43659554937413,2.55196355308749,0.213389047879951,Menos de 1M€,Menos de 1M€,,Madera,1226.499805,0.11239538010819611,1.4204611625966692
889,DELENZO LINEN FROM EUROPE SL.,B01821115,COCENTAINA,1392,Textil,Industria,"Fabricación de artículos confeccionados con textiles, excepto prendas de vestir",2020-08-05,2020,5,Menor de 10 años,Sin marca,No,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,72.6021,52.23029,54.87966,27.43983,0.198477263453184,0.36800850113151,26.71819,13.0114,276.50351,194.58652,211.29,2,81.59785,Menos de 1M€,Menos de 1M€,0.420979778044235,Crece,0.719404672867589,3.8084781294205,0.179215201764136,0.295106018726489,40.798925,138.251755,2024-12-31,2024,122.18969,24.86403,17.67103,11.37529,9.40106611570248,12.82833,1.17057,0.967413223140496,0.0,1.85416,19.52519,23.03305,0.441910086421688,0.558089913578312,9.52498805378409,4.20918829401327,0.0768958878408523,Menos de 1M€,Menos de 1M€,El comtat,Textil,6.5057,0.09662875527330557,9.717735803924583
890,TEJIDOS VILANOVA S.L.,B03987740,MURO DE ALCOY,1320,Textil,Industria,Fabricación de tejidos textiles,1994-12-22,1994,31,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,474.19352,412.14384,135.58585,27.11717,0.490490012313452,0.0880657120746821,41.76019,325.74601,276.42938,355.42468,328.55521,5,177.34762,Menos de 1M€,Menos de 1M€,-0.222256090938874,Decrece,0.869146925499952,0.582946346462094,0.686947409150593,0.641565740949822,35.469524,55.285876,2024-12-31,2024,14.46122,-30.31277,-24.886489,121.65762,100.543487603306,4.5206,3.51045,2.90119834710744,17.67033,72.07296,47.18647,122.66777,0.0523143379332544,0.9476856620667456,3.19896031500243,0.167351490954107,0.369580430474497,Menos de 1M€,Menos de 1M€,El comtat,Textil,65.149202,0.15107001289081504,34.65584754091361
892,DESSIGRAF SA,A46068581,ONTINYENT,1812,Artes gráficas,Industria,Otras actividades de impresión y artes gráficas,1973-10-19,1973,52,Mayor de 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,Importador,0.0,0.0,0.0,0.0,659.38135,380.54351,146.71678,29.343356,0.53608197323419,0.0254024018119408,16.74987,398.2712,273.68348,438.7259,648.74632,5,163.46665,Menos de 1M€,Menos de 1M€,-0.376185723249984,Decrece,0.577122040227556,0.415060996189838,0.604007377521369,0.597283584672338,32.69333,54.736696,2024-12-31,2024,99.7079,5.9201,0.85925,111.49505,92.1446694214876,125.5192,27.34537,22.599479338843,37.2247,10.82977,11.68902,209.66888,0.364318299372691,0.635681700627309,0.794363730807717,0.289401243491214,0.712737173915812,Menos de 1M€,Menos de 1M€,La Vall d'Albaida,Otros,79.65424,0.061201611438147466,4.077291695084027
893,TEXTILES AETEX SL.,B96909122,AIELO DE MALFERIT,1439,Textil,Industria,Confección de otras prendas de vestir de punto,1999-09-20,1999,26,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,412.98714,328.48069,180.7321,25.8188714285714,0.664489205733034,0.0821028228627167,33.90741,290.95964,271.98651,287.44445,247.04879,7,214.63951,Menos de 1M€,Menos de 1M€,-0.0537771385045006,Decrece,0.79537752676754,0.658583485190362,0.704524697790832,0.789154984193885,30.6627871428571,38.8552157142857,2024-12-31,2024,4.71259,23.61374,18.338269,63.76451,52.6979421487603,8.70244,0.19364,0.16003305785124,19.04191,10.29367,28.631939,72.27331,0.0173265578502404,0.9826734421497596,0.541525135479245,0.00938276658724043,0.225159509164293,Menos de 1M€,Menos de 1M€,La Vall d'Albaida,Textil,41.565662857142854,0.12466577846085086,329.29410245816894
894,IMPRESIONES SIMON SL,B54892989,ONIL,1812,Artes gráficas,Industria,Otras actividades de impresión y artes gráficas,2015-11-04,2015,10,Mayor de 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,138.25563,98.94336,178.32839,35.665678,0.656965425247579,0.233305218745884,32.25576,18.22942,271.44258,302.9637,305.39589,5,210.58415,Menos de 1M€,Menos de 1M€,-0.104042563515035,Decrece,0.715655196103045,1.96333834651074,0.131853003020564,0.775796302849759,42.11683,54.288516,2024-12-31,2024,15.45239,28.98173,21.95334,25.50865,21.0815289256198,1.00884,5.60056,4.62856198347107,0.0,3.27403,25.22737,20.91693,0.056926919866441,0.943073080133559,15.316987827604,0.871948938657264,0.0643296528575169,Menos de 1M€,Menos de 1M€,,Otros,3.645884,0.11883087760218017,4.554660605368031
895,FUSNIL SL,B53080594,ONIL,3291,Metal,Industria,"Fabricación de escobas, brochas y cepillos",1996-01-01,1996,29,Entre 25 y 50 años,FUSNIL,Sí,Sin auditor,No,3.0,Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,258.37949,146.56899,54.08636,27.04318,0.20002649447673,0.0133827572769031,3.45783,6.19788,270.39598,233.94034,244.95119,2,57.51587,Menos de 1M€,Menos de 1M€,0.155833064105148,Crece,0.567262478921992,1.04650713568635,0.0239875076771767,0.212709782149868,28.757935,135.19799,2024-12-31,2024,162.98071,3.45783,2.57213,66.05149,54.5880082644628,183.69317,50.53657,41.7657603305785,44.00587,,,199.20809,0.602748273106723,0.39725172689327704,0.88724425627801,0.534784943295429,0.726769007194132,Menos de 1M€,Menos de 1M€,,Metal,3.09894,0.01278802295803362,1.3070038192144817
896,AUXILIAR MAPEL SL.,B54737564,IBI,3240,Juguete,Industria,Fabricación de juegos y juguetes,2013-10-08,2013,12,Entre 10 y 25 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,412.71997,-54.7464,154.49963,25.7499383333333,0.571590833849767,0.0701688120397954,28.96007,193.39117,270.297599,223.31429,303.09282,6,183.473718,Menos de 1M€,Menos de 1M€,0.210390965128116,Crece,-0.132647809603204,0.654917664875775,0.468577205023542,0.67878412046124,30.578953,45.0495998333333,2024-12-31,2024,69.16178,16.55577,3.505819,38.68686,31.9726115702479,147.147,1.60826,1.32914049586777,16.66373,12.4043,15.910118,184.225599,0.255872713097981,0.744127286902019,0.470018281038689,0.120264852775019,0.657758232896402,Menos de 1M€,Menos de 1M€,,Juguete,32.23186166666667,0.10714142525550145,24.055103030604453
897,BEST BREATHE COMPANY SL.,B54637715,ONIL,2229,Plástico,Industria,Fabricación de otros productos de plástico,2012-05-23,2012,13,Entre 10 y 25 años,BEST BREATHE,Sí,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,345.03818,44.97014,127.13816,31.78454,0.472721030666932,0.0437488946875386,15.095039,212.37446,268.949659,293.57362,285.78035,4,142.23367,Menos de 1M€,Menos de 1M€,-0.0838766133006092,Decrece,0.130333808275942,0.779477966757186,0.615510028484384,0.528848672011144,35.5584175,67.23741475,2024-12-31,2024,69.11297,9.47305,2.01016,35.64982,29.4626611570248,63.94835,22.31973,18.4460578512397,0.59286,5.62199,7.63215,77.27844,0.256973629403263,0.743026370596737,1.08076236525258,0.277727427521411,0.278732286125654,Menos de 1M€,Menos de 1M€,,Plástico,53.093615,0.05612589008711106,1.5972334790788216
898,MULTIACOLCHADOS SL,B97568307,ONTINYENT,1392,Textil,Industria,"Fabricación de artículos confeccionados con textiles, excepto prendas de vestir",2005-03-14,2005,20,Entre 10 y 25 años,Sin marca,No,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,156.5022,105.0589,119.80494,59.90247,0.445967280082147,-0.0659949189212676,-10.32835,6.56237,268.64065,475.85457,664.242919,2,109.561659,Menos de 1M€,Menos de 1M€,-0.43545640425393,Decrece,0.671293438686485,1.71652954399363,0.0419314872250997,0.407837231632666,54.7808295,134.320325,2024-12-31,2024,123.3734,-32.40031,-35.45673,6.68684,5.52631404958678,,0.0,0.0,0.0,22.07196,-13.38477,6.68684,0.459250675577207,0.540749324422793,,,,Menos de 1M€,Menos de 1M€,La Vall d'Albaida,Textil,3.281185,-0.03844671310912924,
899,RODRICREA SL.,B70924725,IBI,2599,Metal,Industria,Fabricación de otros productos metálicos n.c.o.p.,2024-03-20,2024,1,Menor de 10 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,242.9116,78.74382,33.96673,16.983365,0.126798750152401,0.416062674652013,101.06645,,267.87906,,,2,135.033789,Menos de 1M€,Menos de 1M€,,Se mantiene,0.324166569237533,1.10278414040334,,0.504084899357195,67.5168945,133.93953,2024-12-31,2024,115.56424,101.06645,75.743819,64.66024,53.4382148760331,,104.03422,85.978694214876,0.0,,,-39.37398,0.431404530089063,0.568595469910937,,,,Menos de 1M€,Menos de 1M€,,Metal,,0.377283875790814,0.6215285701185637
